Title; Author; Year; Original_line
Учан-Су; Иван Бунин; 1900; Свергаясь в черный водоем,
Учан-Су; Иван Бунин; 1900; А горы в синей вышине!
Учан-Су; Иван Бунин; 1900; А южный бор и сосен шепот!
Учан-Су; Иван Бунин; 1900; Под этот шум и влажный ропот
Учан-Су; Иван Бунин; 1900; Стоишь, как в светлом полусне.
Беру твою руку и долго смотрю на нее…; Иван Бунин; 1898; Беру твою руку и долго смотрю на нее,
Беру твою руку и долго смотрю на нее…; Иван Бунин; 1898; Ты в сладкой истоме глаза поднимаешь несмело:
Беру твою руку и долго смотрю на нее…; Иван Бунин; 1898; Вот в этой руке — все твое бытие,
Беру твою руку и долго смотрю на нее…; Иван Бунин; 1898; Я всю тебя чувствую — душу и тело.
Мандрагора; Иван Бунин; 1907; Цветок Мандрагора из могил расцветает,
Мандрагора; Иван Бунин; 1907; Над гробами зарытых возле виселиц чёрных.
Мандрагора; Иван Бунин; 1907; И она расцветает в травах диких и сорных.
Мечты любви моей весенней…; Иван Бунин; 1922; Мечты любви моей весенней,
Мечты любви моей весенней…; Иван Бунин; 1922; Мечты на утре дней моих
Мечты любви моей весенней…; Иван Бунин; 1922; Толпились — как стада оленей
Мечты любви моей весенней…; Иван Бунин; 1922; У заповедных вод речных:
Она лежала на спине; Иван Бунин; Год написания не известен; Я к ней вошел в полночный час.
Она лежала на спине; Иван Бунин; Год написания не известен; Она спала, — луна сияла
Она лежала на спине; Иван Бунин; Год написания не известен; В ее окно, — и одеяла
Она лежала на спине; Иван Бунин; Год написания не известен; Светился спущенный атлас.Она лежала на спине,
Она лежала на спине; Иван Бунин; Год написания не известен; Нагие раздвоивши груди, -
Она лежала на спине; Иван Бунин; Год написания не известен; И тихо, как вода в сосуде,
Она лежала на спине; Иван Бунин; Год написания не известен; Стояла жизнь ее во сне.
Канарейка; Иван Бунин; 1921; Канарейку из-за моря
Канарейка; Иван Бунин; 1921; Привезли, и вот она
Канарейка; Иван Бунин; 1921; Золотая стала с горя,
Канарейка; Иван Бунин; 1921; Тесной клеткой пленена.Птицей вольной, изумрудной
Канарейка; Иван Бунин; 1921; Уж не будешь, — как ни пой
Канарейка; Иван Бунин; 1921; Про далекий остров чудный
Канарейка; Иван Бунин; 1921; Над трактирную толпой!
На распутье в диком древнем поле…; Иван Бунин; 1900; На распутье в диком древнем поле
На распутье в диком древнем поле…; Иван Бунин; 1900; черный ворон на кресте сидит.
На распутье в диком древнем поле…; Иван Бунин; 1900; Заросла бурьяном степь на воле,
На распутье в диком древнем поле…; Иван Бунин; 1900; и в траве заржавел старый щит.
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Тихой ночью поздний месяц вышел
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Из-за черных лип.
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Дверь балкона скрипнула, — я слышал
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Этот легкий скрип.
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; В глупой ссоре мы одни не спали,
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; А для нас, для нас
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; В темноте аллей цветы дышали
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; В этот сладкий час.
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Нам тогда — тебе шестнадцать было,
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Мне семнадцать лет,
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Но ты помнишь, как ты отворила
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Дверь на лунный свет?
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Ты к губам платочек прижимала,
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Смокшийся от слез,
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Ты, рыдая и дрожа, роняла
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Шпильки из волос,
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; У меня от нежности и боли
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Если б, друг мой, было в нашей воле
Тихой ночью поздний месяц вышел…; Иван Бунин; 1916; Эту ночь вернуть!
Чёрный камень Каабы; Иван Бунин; Год написания не известен; Он драгоценной яшмой был когда-то,
Чёрный камень Каабы; Иван Бунин; Год написания не известен; Как цвет садов блаженного Джинната,
Чёрный камень Каабы; Иван Бунин; Год написания не известен; Как горный снег в дни солнца и весны.Дух Гавриил для старца Авраама
Чёрный камень Каабы; Иван Бунин; Год написания не известен; Его нашёл среди песков и скал,
Чёрный камень Каабы; Иван Бунин; Год написания не известен; И гении хранили двери храма,
Чёрный камень Каабы; Иван Бунин; Год написания не известен; Где он жемчужной грудою сверкал.Но шли века — со всех концов вселенной
Чёрный камень Каабы; Иван Бунин; Год написания не известен; К нему неслись молитвы, и рекой
Чёрный камень Каабы; Иван Бунин; Год написания не известен; Текли во храм, далёкий и священный,
Чёрный камень Каабы; Иван Бунин; Год написания не известен; Померк от слёз и горести людской!
Свет незакатный; Иван Бунин; 1917; Там, в полях, на погосте,
Свет незакатный; Иван Бунин; 1917; В роще старых берёз,
Свет незакатный; Иван Бунин; 1917; Царство радостных грёз.
Свет незакатный; Иван Бунин; 1917; Летний ветер мотает
Свет незакатный; Иван Бунин; 1917; И ко мне долетает
Свет незакатный; Иван Бунин; 1917; Свет улыбки твоей.
Свет незакатный; Иван Бунин; 1917; Предо мной до сих пор
Свет незакатный; Иван Бунин; 1917; Институтское платье
Свет незакатный; Иван Бунин; 1917; И сияющий взор.
Свет незакатный; Иван Бунин; 1917; Разве ты одинока?
Свет незакатный; Иван Бунин; 1917; Разве ты не со мной?
Свет незакатный; Иван Бунин; 1917; В нашем прошлом, далёком,
Свет незакатный; Иван Бунин; 1917; Где и я был иной?
Свет незакатный; Иван Бунин; 1917; В мире круга земного,
Свет незакатный; Иван Бунин; 1917; Настоящего дня,
Свет незакатный; Иван Бунин; 1917; Молодого, былого
Свет незакатный; Иван Бунин; 1917; Нет давно и меня!
Как дымкой даль полей закрыв…; Иван Бунин; 1889; Как дымкой даль полей закрыв на полчаса,
Как дымкой даль полей закрыв…; Иван Бунин; 1889; Прошел внезапный дождь косыми полосами -
Как дымкой даль полей закрыв…; Иван Бунин; 1889; И снова глубоко синеют небеса
Как дымкой даль полей закрыв…; Иван Бунин; 1889; Над освеженными лесами.
Алёнушка; Иван Бунин; 1915; Алёнушка в лесу жила,
Алёнушка; Иван Бунин; 1915; Алёнушка смугла была,
Алёнушка; Иван Бунин; 1915; Глаза у ней горячие,
Алёнушка; Иван Бунин; 1915; Блескучие, стоячие,
Алёнушка; Иван Бунин; 1915; Мала, мала Алёнушка,
Алёнушка; Иван Бунин; 1915; А пьёт с отцом — до донушка.
Алёнушка; Иван Бунин; 1915; Пошла она в леса гулять,
Алёнушка; Иван Бунин; 1915; Желалося любовь понять,
Алёнушка; Иван Бунин; 1915; Да кто в лесу встречается?
Алёнушка; Иван Бунин; 1915; Одна сосна качается!
Алёнушка; Иван Бунин; 1915; Алёнушка соскучилась,
Алёнушка; Иван Бунин; 1915; Лесной жарой измучилась,
Алёнушка; Иван Бунин; 1915; Зажгла она большой костёр,
Алёнушка; Иван Бунин; 1915; А в сушь огонь куда востёр!
Алёнушка; Иван Бунин; 1915; Сожгла леса Алёнушка
Алёнушка; Иван Бунин; 1915; На тыщу верст, до пёнушка,
Алёнушка; Иван Бунин; 1915; Доныне не узналося!
Серп луны под тучкой длинной…; Иван Бунин; 1887; Серп луны под тучкой длинной
Серп луны под тучкой длинной…; Иван Бунин; 1887; Льет полночный слабый свет.
Серп луны под тучкой длинной…; Иван Бунин; 1887; Над безмолвною долиной -
Серп луны под тучкой длинной…; Иван Бунин; 1887; Темной церкви силуэт.
В Альпах; Иван Бунин; Год написания не известен; На высоте, на снеговой вершине,
В Альпах; Иван Бунин; Год написания не известен; Я вырезал стальным клинком сонет.
В Альпах; Иван Бунин; Год написания не известен; Проходят дни. Быть может, и доныне
В Альпах; Иван Бунин; Год написания не известен; Снега хранят мой одинокий след.На высоте, где небеса так сини,
В Альпах; Иван Бунин; Год написания не известен; Где радостно сияет зимний свет,
В Альпах; Иван Бунин; Год написания не известен; Глядело только солнце, как стилет
В Альпах; Иван Бунин; Год написания не известен; Чертил мой стих на изумрудной льдине.И весело мне думать, что поэт
В Альпах; Иван Бунин; Год написания не известен; Меня поймёт. Пусть никогда в долине
В Альпах; Иван Бунин; Год написания не известен; Его толпы не радует привет! На высоте, где небеса так сини,
В Альпах; Иван Бунин; Год написания не известен; Я вырезал в полдневный час сонет
В Альпах; Иван Бунин; Год написания не известен; Лишь для того, кто на вершине.
Кустарник; Иван Бунин; 1901; Жесткой, черной листвой шелестит и трепещет кустарник,
Кустарник; Иван Бунин; 1901; Точно в снежную даль убегает в испуге.
Кустарник; Иван Бунин; 1901; В белом поле стога, косогор и забытый овчарник
Кустарник; Иван Бунин; 1901; Тонут в белом дыму разгулявшейся вьюги.Дымный ветер кружит и несет в небе ворона боком,
Кустарник; Иван Бунин; 1901; Вон прохожий вдали. Истомлен на пути одиноком,
Кустарник; Иван Бунин; 1901; Мертвым шагом он мерно и тупо шагает.«Добрый путь, человек! Далеко ль до села, до ночлега?
Кустарник; Иван Бунин; 1901; А куда и спешить против холода, ветра и снега?
Кустарник; Иван Бунин; 1901; Хорошо ей у нас, на просторе великом!
Кустарник; Иван Бунин; 1901; Бесприютная жизнь, одинокий над бурей кустарник,
Кустарник; Иван Бунин; 1901; Не тебе одолеть в поле темном и диком!
Сказка о козе; Иван Бунин; Год написания не известен; Это волчьи глаза или звезды — в стволах на краю перелеска?
Сказка о козе; Иван Бунин; Год написания не известен; Полночь, поздняя осень, мороз.
Сказка о козе; Иван Бунин; Год написания не известен; Голый дуб надо мной весь трепещет от звездного блеска,
Сказка о козе; Иван Бунин; Год написания не известен; Под ногою сухое хрустит серебро.Затвердели, как камень, тропинки, за лето набитые.
Сказка о козе; Иван Бунин; Год написания не известен; Ты одна, ты одна, страшной сказки осенней Коза!
Сказка о козе; Иван Бунин; Год написания не известен; Расцветают, горят на железном морозе несытые
Сказка о козе; Иван Бунин; Год написания не известен; Волчьи, божьи глаза.
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Что впереди? Счастливый долгий путь.
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Куда-то вдаль спокойно устремляет
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Она глаза, а молодая грудь
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Легко и мерно и дышит и чуть-чуть
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Воротничок от шеи отделяет -
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; И чувствую я слабый аромат
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Ее волос, дыхания — и чую
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Что там вдали? Но я гляжу, тоскуя,
Что впереди? Счастливый долгий путь…; Иван Бунин; 1895; Уж не вперед, нет, я гляжу назад.
Михаил; Иван Бунин; 1919; Архангел в сияющих латах
Михаил; Иван Бунин; 1919; И с красным мечом из огня
Михаил; Иван Бунин; 1919; Стоял на клубах синеватых
Михаил; Иван Бунин; 1919; И дивно глядел на меня.
Ночь печальна, как мечты мои…; Иван Бунин; 1900; Ночь печальна, как мечты мои.
Ночь печальна, как мечты мои…; Иван Бунин; 1900; Далеко в глухой степи широкой
Ночь печальна, как мечты мои…; Иван Бунин; 1900; В сердце много грусти и любви.
Мудрым; Иван Бунин; 1906; Герой — как вихрь, срывающий палатки,
Мудрым; Иван Бунин; 1906; Герой врагу безумный дал отпор,
Мудрым; Иван Бунин; 1906; Но сам погиб — сгорел в неравной схватке,
Мудрым; Иван Бунин; 1906; Как искромётный метеор.
Я не люблю, о Русь; Иван Бунин; Год написания не известен; В лесу, в горе, родник, живой и звонкий,
Я не люблю, о Русь; Иван Бунин; Год написания не известен; Над родником старинный голубец
Я не люблю, о Русь; Иван Бунин; Год написания не известен; С лубочной почерневшею иконкой,
Я не люблю, о Русь; Иван Бунин; Год написания не известен; А в роднике березовый корец.Я не люблю, о Русь, твоей несмелой
Я не люблю, о Русь; Иван Бунин; Год написания не известен; Тысячелетней, рабской нищеты.
Я не люблю, о Русь; Иван Бунин; Год написания не известен; Смиренные, родимые черты!
В полночный час я встану и взгляну…; Иван Бунин; 1922; В полночный час я встану и взгляну
В полночный час я встану и взгляну…; Иван Бунин; 1922; На бледную высокую луну,
В полночный час я встану и взгляну…; Иван Бунин; 1922; И на залив под нею, и на горы,
В полночный час я встану и взгляну…; Иван Бунин; 1922; Внизу вода чуть блещет на песке,
В полночный час я встану и взгляну…; Иван Бунин; 1922; А дальше муть, свинцовые просторы,
При свече; Иван Бунин; 1912; Голубое основанье,
При свече; Иван Бунин; 1912; Вспоминаю зимний вечер,
При свече; Иван Бунин; 1912; Детство раннее мое.Заслонив свечу рукою,
При свече; Иван Бунин; 1912; Снова вижу, как во мне
При свече; Иван Бунин; 1912; Жизнь рубиновою кровью
При свече; Иван Бунин; 1912; Нежно светит на огне.Голубое основанье,
При свече; Иван Бунин; 1912; Сердцем помню только детство:
При свече; Иван Бунин; 1912; Все другое — не мое.
Еще утро не скоро…; Иван Бунин; 1900; Еще утро не скоро, не скоро,
Еще утро не скоро…; Иван Бунин; 1900; ночь из тихих лесов не ушла.
Еще утро не скоро…; Иван Бунин; 1900; Под навесами сонного бора -
Еще утро не скоро…; Иван Бунин; 1900; предрассветная теплая мгла.
Ипподром; Иван Бунин; Год написания не известен; Год за годом, считая круги,
Ипподром; Иван Бунин; Год написания не известен; загоняем своих лошадей
Христос воскрес! Опять с зарею…; Иван Бунин; 1896; Христос воскрес! Опять с зарею
Христос воскрес! Опять с зарею…; Иван Бунин; 1896; Редеет долгой ночи тень,
Христос воскрес! Опять с зарею…; Иван Бунин; 1896; Опять зажегся над землею
Христос воскрес! Опять с зарею…; Иван Бунин; 1896; Для новой жизни новый день.
Все темней и кудрявей березовый лес…; Иван Бунин; 1900; Все темней и кудрявей березовый лес зеленеет,
Все темней и кудрявей березовый лес…; Иван Бунин; 1900; Колокольчики ландышей в чаще зеленой цветут,
Все темней и кудрявей березовый лес…; Иван Бунин; 1900; На рассвете в долинах теплом и черемухой веет,
Все темней и кудрявей березовый лес…; Иван Бунин; 1900; Соловьи до рассвета поют.
В полночный час; Иван Бунин; Год написания не известен; В полночный час я встану и взгляну
В полночный час; Иван Бунин; Год написания не известен; На бледную высокую луну,
В полночный час; Иван Бунин; Год написания не известен; И на залив под нею, и на горы,
В полночный час; Иван Бунин; Год написания не известен; Внизу вода чуть блещет на песке,
В полночный час; Иван Бунин; Год написания не известен; А дальше муть, свинцовые просторы,
В полночный час; Иван Бунин; Год написания не известен; Холодный и туманный океан… Познал я, как ничтожно и не ново
В полночный час; Иван Бунин; Год написания не известен; Пустое человеческое слово,
В полночный час; Иван Бунин; Год написания не известен; Познал надежд и радостей обман,
В полночный час; Иван Бунин; Год написания не известен; Тщету любви и терпкую разлуку
В полночный час; Иван Бунин; Год написания не известен; С последними, немногими, кто мил,
В полночный час; Иван Бунин; Год написания не известен; Кто близостью своею облегчил
В полночный час; Иван Бунин; Год написания не известен; Ненужную для мира боль и муку,
В полночный час; Иван Бунин; Год написания не известен; И эти одинокие часы
В полночный час; Иван Бунин; Год написания не известен; Безмолвного полуночного бденья,
В полночный час; Иван Бунин; Год написания не известен; Презрения к земле и отчужденья
В полночный час; Иван Бунин; Год написания не известен; От всей земной бессмысленной красы.
Ночь и день; Иван Бунин; 1901; Старую книгу читаю я в долгие ночи
Ночь и день; Иван Бунин; 1901; При одиноком и тихо дрожащем огне:
Ночь и день; Иван Бунин; 1901; Всё мимолетно — и скорби, и радость, и песни,
Ночь и день; Иван Бунин; 1901; Вечен лишь Бог. Он в ночной неземной тишине.
Зеркало; Иван Бунин; 1916; Темнеет зимний день, спокойствие и мрак
Зеркало; Иван Бунин; 1916; Нисходят на душу — и все, что отражалось,
Зеркало; Иван Бунин; 1916; Вот так и смерть, да, может быть, вот так.В могильной темноте одна моя сигара
Зеркало; Иван Бунин; 1916; Краснеет огоньком, как дивный самоцвет:
Зеркало; Иван Бунин; 1916; Погаснет и она, развеется и след
Зеркало; Иван Бунин; 1916; Ее душистого и тонкого угара.Кто это заиграл? Чьи милые персты,
Зеркало; Иван Бунин; 1916; Чьи кольца яркие вдоль клавиш побежали?
Зеркало; Иван Бунин; 1916; Я не боюсь могильной темноты.
В столетнем мраке черной ели…; Иван Бунин; 1907; В столетнем мраке черной ели
В столетнем мраке черной ели…; Иван Бунин; 1907; Краснела темная заря,
В столетнем мраке черной ели…; Иван Бунин; 1907; И светляки в кустах горели
В столетнем мраке черной ели…; Иван Бунин; 1907; Зеленым дымом янтаря.
Пахарь; Иван Бунин; 1888; Легко и бледно небо голубое,
Пахарь; Иван Бунин; 1888; Поля в весенней дымке. Влажный пар
Пахарь; Иван Бунин; 1888; Взрезаю я — и лезут на подвои
Пахарь; Иван Бунин; 1888; Пласты земли, бесценный божий дар.По борозде спеша за сошниками,
Пахарь; Иван Бунин; 1888; Я оставляю мягкие следы, -
Пахарь; Иван Бунин; 1888; Так хорошо разутыми ногами
Пахарь; Иван Бунин; 1888; Ступать на бархат теплой борозды! В лилово-синем море чернозема
Пахарь; Иван Бунин; 1888; Затерян я. И далеко за мной,
Пахарь; Иван Бунин; 1888; Где тусклый блеск лежит на кровле дома,
Пахарь; Иван Бунин; 1888; Струится первый зной.
Еще от дома на дворе…; Иван Бунин; 1892; Еще от дома на дворе
Еще от дома на дворе…; Иван Бунин; 1892; Синеют утренние тени,
Еще от дома на дворе…; Иван Бунин; 1892; И под навесами строений
Еще от дома на дворе…; Иван Бунин; 1892; Трава в холодном серебре,
Еще от дома на дворе…; Иван Бунин; 1892; Но уж сияет яркий зной,
Еще от дома на дворе…; Иван Бунин; 1892; Давно топор стучит в сарае,
Еще от дома на дворе…; Иван Бунин; 1892; И голубей пугливых стаи
Еще от дома на дворе…; Иван Бунин; 1892; Сверкают снежной белизной.
Туча растаяла. Влажным теплом…; Иван Бунин; 1888; Туча растаяла. Влажным теплом
Туча растаяла. Влажным теплом…; Иван Бунин; 1888; Веет весенняя ночь над селом,
Туча растаяла. Влажным теплом…; Иван Бунин; 1888; Ветер приносит с полей аромат,
Туча растаяла. Влажным теплом…; Иван Бунин; 1888; Слабо алеет за степью закат.
Кошка; Иван Бунин; 1907; Кошка в крапиве за домом жила.
Кошка; Иван Бунин; 1907; Дом обветшалый молчал, как могила.
Кошка; Иван Бунин; 1907; Кошка в него по ночам приходила
Кошка; Иван Бунин; 1907; И замирала напротив стола.Стол обращен к образам — позабыли,
Кошка; Иван Бунин; 1907; Стол как стоял, так остался. В углу
Кошка; Иван Бунин; 1907; Это горевшие свечи оплыли.Помнишь? Лежит старичок-холостяк:
Кошка; Иван Бунин; 1907; Кротко закрыты ресницы — и кротко
Кошка; Иван Бунин; 1907; В черненький галстук воткнулась бородка.
Кошка; Иван Бунин; 1907; Свечи пылают, дрожит нависающий мрак… Темен теперь этот дом по ночам.
Кошка; Иван Бунин; 1907; Кошка приходит и светит глазами.
Кошка; Иван Бунин; 1907; Угол мерцает во тьме образами.
Кошка; Иван Бунин; 1907; Ветер шумит по печам.
Дедушка в молодости; Иван Бунин; 1916; Вот этот дом, сто лет тому назад,
Дедушка в молодости; Иван Бунин; 1916; Был полон предками моими,
Дедушка в молодости; Иван Бунин; 1916; И было утро, солнце, зелень, сад,
Дедушка в молодости; Иван Бунин; 1916; Роса, цветы, а он глядел живыми,
Дедушка в молодости; Иван Бунин; 1916; Сплошь темными глазами в зеркала
Дедушка в молодости; Иван Бунин; 1916; Богатой спальни деревенской
Дедушка в молодости; Иван Бунин; 1916; На свой камзол, на красоту чела,
Дедушка в молодости; Иван Бунин; 1916; Изысканно, с заботливостью женской
Дедушка в молодости; Иван Бунин; 1916; Напудрен рисом, надушен,
Дедушка в молодости; Иван Бунин; 1916; Меж тем как пахло жаркою крапивой
Дедушка в молодости; Иван Бунин; 1916; Из-под окна открытого, и звон,
Дедушка в молодости; Иван Бунин; 1916; Торжественный и празднично-счастливый,
Дедушка в молодости; Иван Бунин; 1916; Напоминал, что в должный срок
Дедушка в молодости; Иван Бунин; 1916; Пойдет он по аллеям, где струится
Дедушка в молодости; Иван Бунин; 1916; С полей нагретый солнцем ветерок
Дедушка в молодости; Иван Бунин; 1916; И золотистый свет дробится
Дедушка в молодости; Иван Бунин; 1916; В тени раскидистых берез,
Дедушка в молодости; Иван Бунин; 1916; Где на куртинах диких роз,
Дедушка в молодости; Иван Бунин; 1916; В блаженстве ослепительного блеска,
Дедушка в молодости; Иван Бунин; 1916; Впивают пчелы теплый мед,
Дедушка в молодости; Иван Бунин; 1916; Где иволга то вскрикивает резко,
Дедушка в молодости; Иван Бунин; 1916; То окариною поет,
Дедушка в молодости; Иван Бунин; 1916; А вдалеке, за валом сада,
Дедушка в молодости; Иван Бунин; 1916; Спешит народ, и краше всех — она,
Дедушка в молодости; Иван Бунин; 1916; Стройна, нарядна и скромна,
Дедушка в молодости; Иван Бунин; 1916; С огнем потупленного взгляда.
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; … И снилося мне, что осенней порой
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; В холодную ночь я вернулся домой.
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; По тёмной дороге прошёл я один
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Трещали обмёрзшие сучья лозин
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Деревня спала… И со страхом, как вор,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Вошёл я в пустынный, покинутый двор.И сжалося сердце от боли во мне,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Когда я кругом поглядел при огне!
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Навис потолок, обвалились углы,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Повсюду скрипят под ногами полы
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; И пахнет печами… Заброшен, забыт,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Навеки забыт он, родимый наш дом!
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Зачем же я здесь? Что осталося в нём,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; И если осталось — о чём говорит? И снилося мне, что всю ночь я ходил
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; По саду, где ветер кружился и выл,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Искал я отцом посажённую ель,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Тех комнат искал, где сбиралась семья,
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; Где мама качала мою колыбель
И снилося мне, что осенней порой; Иван Бунин; Год написания не известен; С безумной тоскою кого-то я звал,
Тропами потаёнными; Иван Бунин; Год написания не известен; Тропами потаёнными, глухими,
Тропами потаёнными; Иван Бунин; Год написания не известен; В лесные чащи сумерки идут.
Тропами потаёнными; Иван Бунин; Год написания не известен; Засыпанные листьями сухими,
Тропами потаёнными; Иван Бунин; Год написания не известен; Леса молчат — осенней ночи ждут.
Чашу с темным вином; Иван Бунин; Год написания не известен; Чашу с темным вином подала мне богиня печали.
Чашу с темным вином; Иван Бунин; Год написания не известен; Тихо выпив вино, я в смертельной истоме поник.
Чашу с темным вином; Иван Бунин; Год написания не известен; И сказала бесстрастно, с холодной улыбкой богиня:
В полях сухие стебли кукурузы…; Иван Бунин; 1907; В полях сухие стебли кукурузы,
В полях сухие стебли кукурузы…; Иван Бунин; 1907; Следы колес и блеклая ботва.
В полях сухие стебли кукурузы…; Иван Бунин; 1907; В холодном море — бледные медузы
В полях сухие стебли кукурузы…; Иван Бунин; 1907; И красная подводная трава.
Нынче ночью кто-то долго пел…; Иван Бунин; 1899; Нынче ночью кто-то долго пел.
Нынче ночью кто-то долго пел…; Иван Бунин; 1899; Далеко скитаясь в темном поле,
Нынче ночью кто-то долго пел…; Иван Бунин; 1899; Голос грустной удалью звенел,
Нынче ночью кто-то долго пел…; Иван Бунин; 1899; Пел о прошлом счастье и о воле.
Рассыпался чертог из янтаря…; Иван Бунин; 1906; Рассыпался чертог из янтаря, -
Рассыпался чертог из янтаря…; Иван Бунин; 1906; из края в край сквозит аллея к дому.
Рассыпался чертог из янтаря…; Иван Бунин; 1906; Холодное дыханье сентября
Рассыпался чертог из янтаря…; Иван Бунин; 1906; разносит ветер по саду пустому.
Сапсан; Иван Бунин; 1905; В полях, далеко от усадьбы,
Сапсан; Иван Бунин; 1905; Зимует просяной омет.
Сапсан; Иван Бунин; 1905; Там табунятся волчьи свадьбы,
Сапсан; Иван Бунин; 1905; Там клочья шерсти и помет.
Сапсан; Иван Бунин; 1905; Воловьи ребра у дороги
Сапсан; Иван Бунин; 1905; Торчат в снегу — и спал на них
Сапсан; Иван Бунин; 1905; Сапсан, стервятник космоногий,
Сапсан; Иван Бунин; 1905; Готовый взвиться каждый миг.Я застрелил его. А это
Сапсан; Иван Бунин; 1905; Грозит бедой. И вот ко мне
Сапсан; Иван Бунин; 1905; Стал гость ходить. Он до рассвета
Сапсан; Иван Бунин; 1905; Вкруг дома бродит при луне.
Сапсан; Иван Бунин; 1905; Я не видал его. Я слышал
Сапсан; Иван Бунин; 1905; Лишь хруст шагов. Но спать невмочь.
Сапсан; Иван Бунин; 1905; О, как была печальна ночь! Когтистый след в снегу глубоком
Сапсан; Иван Бунин; 1905; В глухие степи вел с гумна.
Сапсан; Иван Бунин; 1905; На небе мглистом и высоком
Сапсан; Иван Бунин; 1905; Плыла холодная луна.
Сапсан; Иван Бунин; 1905; За валом, над привадой в яме,
Сапсан; Иван Бунин; 1905; Серо маячила ветла.
Сапсан; Иван Бунин; 1905; Даль над пустынными полями
Сапсан; Иван Бунин; 1905; Была таинственно светла.Облитый этим странным светом,
Сапсан; Иван Бунин; 1905; Подавлен мертвой тишиной,
Сапсан; Иван Бунин; 1905; Я стал — и бледным силуэтом
Сапсан; Иван Бунин; 1905; Упала тень моя за мной.
Сапсан; Иван Бунин; 1905; По небесам, в туманной мути,
